id,review_id,platform,source,lang,detected_lang,is_hinglish,content,cleaned_content,text_for_model,score,star_bucket,thumbs_up,high_engagement,review_length,at,week,year_month,app_version,kmeans_cluster,cluster_name,hdbscan_cluster,hdbscan_is_noise,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7,umap_8,umap_9,umap_10,isolation_anomaly,isolation_score,ocsvm_anomaly,ocsvm_score,tier1_critical,severity,severity_label_weak,severity_label_gold,gold_split,severity_label_ml,severity_score_ml,route_category,route_confidence,churn_risk_score,churn_risk_label,suggested_response,response_quality_score
15,e1bf0083-d3c8-4b22-8657-ce165da81244,Myntra,google_play,en,da,False,pocket friendly deals good designs,pocket friendly deals good designs,pocket friendly deals good designs,5,positive,0,False,5,2026-04-02 22:10:52+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,4.692684,6.832943,1.1249441,5.4806757,2.400354,6.948531,5.61047,2.5790079,3.5423086,4.827777,False,-0.1118107006961582,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.9266076381282004,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
16,6f362711-4c74-4ac0-84c2-05d5b29f9bca,Myntra,google_play,en,en,True,"Ordered a shoulder bag 5 days ago, the item reached my city close to my place and they without even informing me cancelled my order for no reason at all. I had waited for that bag so badly.","ordered a shoulder bag 5 days ago, the item reached my city close to my place and they without even informing me cancelled my order for no reason at all. i had waited for that bag so badly.","ordered a shoulder bag 5 days ago, the item reached my city close to my place and they without even informing me cancelled my order for no reason at all. i had waited for that bag so badly.",1,complaint,0,False,38,2026-04-02 22:06:40+00:00,2026-03-30/2026-04-05,2026-04,,0,Delivery Failure,3,False,6.4733243,3.624977,3.584296,6.6924305,1.6057578,7.2565637,5.7280307,2.7490454,3.1246343,5.3958797,False,-0.0875408722624669,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.9460556170401324,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.5909090909090908
17,5079538b-7f94-412e-b04b-0c0d27101b2b,Myntra,google_play,en,en,False,never got any wrong or damaged items,never got any wrong or damaged items,never got any wrong or damaged items,5,positive,0,False,7,2026-04-02 22:02:57+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,0,Delivery Failure,3,False,6.236358,3.823171,3.9686317,6.4842076,1.6915607,7.2582912,5.805255,2.7288938,2.9792457,5.523408,False,-0.0898896380440152,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Refund & Payment Issues,0.7934323005864516,0.0,Low,We are sorry for this experience regarding Refund & Payment Issues. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
18,ae6e9258-d480-49d2-ae0b-ade34b3d1fac,Myntra,google_play,en,en,False,"fraud, after return partial payment received but rest fund not credited around 2 months have been completed, no customer support","fraud, after return partial payment received but rest fund not credited around 2 months have been completed, no customer support","fraud, after return partial payment received but rest fund not credited around 2 months have been completed, no customer support",1,complaint,0,False,20,2026-04-02 22:02:18+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,0,Delivery Failure,3,False,6.0025086,3.7475462,4.2957573,6.410918,1.590595,7.4336786,5.9173565,2.8247952,2.910754,5.622974,False,-0.0843802261376558,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999986906362888,Delivery Failure,0.8517427609885703,0.87,High,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.5736842105263158
19,06137c6b-fa55-4783-8d4c-ae16519085de,Myntra,google_play,en,en,False,Previously it was good but now it's going worse. Recently I faced delivery delay and wrong product delivery issues.,previously it was good but now it's going worse. recently i faced delivery delay and wrong product delivery issues.,previously it was good but now it's going worse. recently i faced delivery delay and wrong product delivery issues.,1,complaint,0,False,19,2026-04-02 21:58:41+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,6.222419,3.7213886,3.1240466,6.949818,1.1219052,7.6000977,5.9274554,3.0077813,3.760215,5.6683183,False,-0.0641329449360372,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.6583184662381439,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.575
21,4efa6d4d-9ed4-4416-b59b-aa1cd8b55711,Myntra,google_play,en,en,False,"Very poor app, please never order from this fraud application.. They charged me money and didn't delivered my order.... They are fake... I request Google to please ban this fake application from Playstore... I wish they have negative stars giving one star because there is no other option less than that...","very poor app, please never order from this fraud application.. they charged me money and didn't delivered my order.. they are fake... i request google to please ban this fake application from playstore... i wish they have negative stars giving one star because there is no other option less than that...","very poor app, please never order from this fraud application.. they charged me money and didn't delivered my order.. they are fake... i request google to please ban this fake application from playstore... i wish they have negative stars giving one star because there is no other option less than that...",1,complaint,0,False,51,2026-04-02 21:50:24+00:00,2026-03-30/2026-04-05,2026-04,,0,Delivery Failure,3,False,5.11357,3.562735,4.9132233,6.5627627,1.7782775,7.4645157,6.0093083,2.4714432,3.484444,6.1505933,False,-0.0879869340503146,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999986906362888,Delivery Failure,0.7299557145195559,0.9933333333333332,High,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.6023255813953488
22,d48e2e3f-94aa-4907-8ce6-81ba220db1da,Myntra,google_play,en,en,False,best app for shopping so many offers love it,best app for shopping so many offers love it,best app for shopping so many offers love it,5,positive,0,False,9,2026-04-02 21:49:35+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,2,Fake/Counterfeit Product,10,False,3.4209273,7.449306,1.4949137,4.504999,2.5313694,6.9477224,5.784931,2.536462,3.78034,4.820215,False,-0.0690765940531298,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9821242146810992,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.7
23,1fe17c46-4cf4-4ba8-862a-a5ec903998bf,Myntra,google_play,en,en,False,good products are delivered here,good products are delivered here,good products are delivered here,4,positive,0,False,5,2026-04-02 21:43:57+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,6,False,5.153999,6.277569,0.442157,6.600374,2.3158395,7.265326,5.633639,2.5789974,3.8385048,5.2993274,False,-0.1056707076100317,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.7387957628015506,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.64
24,caa31837-c747-41e1-89d0-83da87068c39,Myntra,google_play,en,en,False,refund scam,refund scam,refund scam,1,complaint,0,False,2,2026-04-02 21:43:49+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,6.0569515,3.6195745,4.415582,6.47405,1.5442457,7.515202,5.9370112,2.8656461,2.8543098,5.664104,False,-0.0768649462800449,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999986906362888,Refund & Payment Issues,0.8611617473027595,0.9266666666666666,High,We are sorry for this experience regarding Refund & Payment Issues. Please share your order ID via in-app support so our team can resolve this quickly.,0.7749999999999999
25,206802af-e95d-44f6-b636-f85648935a10,Myntra,google_play,en,en,True,"I had a very bad experience with Myntra. Two of my orders were cancelled in a row, and they didn’t even provide any reason for the cancellations. When I tried to contact the help center, there was no proper support available to address my questions or concerns. There is no proper way to communicate with customer service. This is very disappointing.","i had a very bad experience with myntra. two of my orders were cancelled in a row, and they didn t even provide any reason for the cancellations. when i tried to contact the help center, there was no proper support available to address my questions or concerns. there is no proper way to communicate with customer service. this is very disappointing.","i had a very bad experience with myntra. two of my orders were cancelled in a row, and they didn t even provide any reason for the cancellations. when i tried to contact the help center, there was no proper support available to address my questions or concerns. there is no proper way to communicate with customer service. this is very disappointing.",1,complaint,0,False,62,2026-04-02 21:40:16+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,6.2164717,3.2755702,4.2089653,6.947106,1.3190625,7.563045,5.945203,2.853732,3.3790674,5.873465,False,-0.0978440838042438,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.9662355226398268,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.595
26,f0a2307b-74c0-469d-9048-e200b6a3daa8,Myntra,google_play,en,en,False,very good app with discount and myntra cash,very good app with discount and myntra cash,very good app with discount and myntra cash,5,positive,0,False,8,2026-04-02 21:36:50+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,2.8646395,7.9456906,1.8748063,4.943584,2.654305,6.888289,5.960423,2.2803931,4.1014624,5.5320907,False,-0.0490432420416974,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9695945691337824,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.60625
27,ba308808-1dda-4868-9f50-d6ca186b89a6,Myntra,google_play,en,en,False,products are good and reasonable price especially skincare.,products are good and reasonable price especially skincare.,products are good and reasonable price especially skincare.,4,positive,0,False,8,2026-04-02 21:33:44+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,4.0711107,7.492189,0.8372849,6.2598014,2.7368488,6.945607,5.769781,2.3208542,3.9931448,5.6584773,False,-0.0596841181998615,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.5756494979144613,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.60625
28,249926ce-aaff-41d6-b8b0-dd058b95c503,Myntra,google_play,en,en,False,best acc to price,best acc to price,best acc to price,5,positive,0,False,4,2026-04-02 21:31:03+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,7,False,5.1429687,5.9077106,1.5549543,5.62365,2.2911339,7.058095,5.5182056,2.5194793,3.205117,4.8799534,False,-0.1218692166493138,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.7571146441924075,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
29,ac9ff512-426f-4c21-becd-4d7235297fa9,Myntra,google_play,en,so,False,good quality,good quality,good quality,5,positive,0,False,2,2026-04-02 21:24:38+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,6.275327,6.0294905,-0.23328455,6.808141,2.2814279,6.8662,5.3484974,2.5196798,3.359171,4.654483,False,-0.0967642553881047,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.9826057226504707,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
30,9cb3b3a2-3073-4f66-85a0-11e65d61db21,Myntra,google_play,en,en,False,app with quality products 👍🏻,app with quality products,app with quality products,5,positive,0,False,4,2026-04-02 21:24:30+00:00,2026-03-30/2026-04-05,2026-04,4.2602.11,2,Fake/Counterfeit Product,8,False,2.9258783,7.6947427,1.8802159,5.3195124,2.6818168,6.889739,6.020791,2.2102234,4.1750064,5.8163295,False,-0.0644035115181431,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9695170734441528,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6625
31,f18e82f0-083f-41ff-ad64-3e6bdbb222ad,Myntra,google_play,en,ro,False,nice prodect,nice prodect,nice prodect,4,positive,0,False,2,2026-04-02 21:24:01+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,4,False,6.948972,6.062618,-0.4996565,7.134031,2.4448576,6.6777687,5.151721,2.433148,3.203122,4.4552703,False,-0.1025221659433697,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.8542113785452331,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
32,8355aa01-5b77-4a17-8bbd-fe5dbd07847d,Myntra,google_play,en,en,True,I dont understand this feature. Firstly they gave an option to use current location. then the delivery agent reached out to me saying that he was 7.5km away from me. Why give features which are not tracked properly. I have rechecked my address and it's exact same but the delivery agent is at diff location. when I try to reach out to customer care. there is no option to talk to a human.. it was the same options again and again. The customer service is too bad.,i dont understand this feature. firstly they gave an option to use current location. then the delivery agent reached out to me saying that he was 7.5km away from me. why give features which are not tracked properly. i have rechecked my address and it's exact same but the delivery agent is at diff location. when i try to reach out to customer care. there is no option to talk to a human.. it was the same options again and again. the customer service is too bad.,i dont understand this feature. firstly they gave an option to use current location. then the delivery agent reached out to me saying that he was 7.5km away from me. why give features which are not tracked properly. i have rechecked my address and it's exact same but the delivery agent is at diff location. when i try to reach out to customer care. there is no option to talk to a human.. it was the same options again and again. the customer service is too bad.,1,complaint,0,False,87,2026-04-02 21:21:20+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,6.0020647,3.305293,3.9694743,6.914845,1.2520486,7.5491714,5.9405775,2.8421845,3.6920834,5.8586297,False,-0.1030757794808121,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.9741020708166264,0.0033333333333333,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.57109375
33,8b4ab126-e808-48f8-9227-f1b90e766a22,Myntra,google_play,en,en,False,very bad choice,very bad choice,very bad choice,1,complaint,0,False,3,2026-04-02 21:11:18+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,5,False,6.774531,4.5428286,2.3134615,7.013564,2.5896587,6.6776643,5.318173,2.3176098,2.5732117,4.802393,False,-0.0731952038132479,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.4609421816689575,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
34,ccb364c3-dcf4-4aa2-a89c-e4bbfd62ea8a,Myntra,google_play,en,en,False,product quality is really good.,product quality is really good.,product quality is really good.,5,positive,0,False,5,2026-04-02 21:09:53+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,3,App Crash / UX Bug,6,False,5.265918,6.001635,0.38769224,6.665784,2.2259037,7.1368732,5.707301,2.5308456,3.9022486,5.2612,False,-0.1020304414470058,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.7891632408687258,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
35,db6d0d36-4536-45ac-99bb-2e9ad038f2ed,Myntra,google_play,en,en,False,very helpful,very helpful,very helpful,5,positive,0,False,2,2026-04-02 21:04:08+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,-1,True,7.044311,6.1853995,0.10759684,6.367068,1.9744914,6.2955136,5.0306087,2.447611,3.2400184,4.1797514,False,-0.0648950319274315,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Refund & Payment Issues,0.4530280074084711,0.0,Low,We are sorry for this experience regarding Refund & Payment Issues. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
36,a6ec865d-9979-4539-821b-2239e83ffe68,Myntra,google_play,en,en,False,amazing app for best shopping,amazing app for best shopping,amazing app for best shopping,5,positive,0,False,5,2026-04-02 20:43:30+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,10,False,3.2707474,7.6035175,1.484131,4.5464363,2.5375023,6.9462314,5.84058,2.4903584,3.8656983,4.9226627,False,-0.0646170221941651,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.997997295792666,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.73
