id,review_id,platform,source,lang,detected_lang,is_hinglish,content,cleaned_content,text_for_model,score,star_bucket,thumbs_up,high_engagement,review_length,at,week,year_month,app_version,kmeans_cluster,cluster_name,hdbscan_cluster,hdbscan_is_noise,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7,umap_8,umap_9,umap_10,isolation_anomaly,isolation_score,ocsvm_anomaly,ocsvm_score,tier1_critical,severity,severity_label_weak,severity_label_gold,gold_split,severity_label_ml,severity_score_ml
11,6737d6f1-8d8c-4d8d-9a6c-33d5aaa27852,Myntra,google_play,en,en,False,"absolute pathetic experience, these guys dont wvwn know how the customer support should function.","absolute pathetic experience, these guys dont wvwn know how the customer support should function.","absolute pathetic experience, these guys dont wvwn know how the customer support should function.",1,complaint,0,False,14,2026-04-02 20:24:20+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,4,False,4.3518105,3.0049567,3.3507638,6.9458585,5.2652903,0.9323088,6.245437,3.9520786,1.804248,5.068524,False,-0.0421186863174944,False,0.0,False,GREEN,1,1,train,Medium,0.9999989196275608
12,2c3066f1-f924-4d0c-a2f6-540955d583b7,Myntra,google_play,en,en,False,nice service and products.,nice service and products.,nice service and products.,5,positive,91,True,4,2026-04-02 20:22:27+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,6,False,5.398401,5.0985074,0.96732855,5.889611,4.301062,1.3120303,5.222654,4.2478437,2.310651,5.559723,False,-0.0300157802440842,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
13,5006cbe9-2ff1-4db4-aed7-405251a67b04,Myntra,google_play,en,en,False,superb. this is the best shopping(clothes) app,superb. this is the best shopping clothes app,superb. this is the best shopping clothes app,5,positive,0,False,8,2026-04-02 20:16:54+00:00,2026-03-30/2026-04-05,2026-04,4.2602.11,1,Refund & Payment Issues,-1,True,3.3568618,6.6671433,1.303491,5.3847084,5.2951007,2.0408485,5.196317,2.8265483,2.65444,5.54639,False,-0.086556351634062,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
14,cf593667-3921-468c-8465-9870b9a95151,Myntra,google_play,en,fr,False,excellent app.. my goto,excellent app.. my goto,excellent app.. my goto,5,positive,0,False,4,2026-04-02 20:14:11+00:00,2026-03-30/2026-04-05,2026-04,,1,Refund & Payment Issues,9,False,0.8310801,6.1017013,2.6598697,5.473904,5.261706,2.2754679,5.57113,3.0661163,2.6922228,5.6415324,False,-0.0687712810597178,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
15,1b0577be-77b3-4eb2-8bbb-6ced520876a4,Myntra,google_play,en,en,False,Fake delivery promises! Paid in advance for next-day delivery but didn’t receive my order on time. Very unreliable service.,fake delivery promises! paid in advance for next-day delivery but didn t receive my order on time. very unreliable service.,fake delivery promises! paid in advance for next-day delivery but didn t receive my order on time. very unreliable service.,1,complaint,0,False,20,2026-04-02 19:59:06+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,4,False,5.086834,3.1955392,3.553177,6.4062552,5.450906,0.92723745,6.3917046,4.110829,1.6295508,4.923814,False,-0.0624206360697497,False,0.0,False,GREEN,1,1,train,Medium,0.9999989196275608
16,866d5fed-6722-4a61-9ab2-d3fb99a37a9c,Myntra,google_play,en,en,False,delivery is very slow. it is as slow as if turtle is delivering my order,delivery is very slow. it is as slow as if turtle is delivering my order,delivery is very slow. it is as slow as if turtle is delivering my order,1,complaint,0,False,15,2026-04-02 19:56:49+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,3,False,5.257546,3.6946108,2.748767,6.3141575,4.697454,1.0594869,5.8371077,4.450128,1.9764081,5.08823,False,-0.0439017404759566,False,0.0,False,GREEN,1,1,train,Medium,0.9999989196275608
17,fce9f99c-d38b-4d7f-8ad1-b2ff08b2b563,Myntra,google_play,en,en,False,I have been using Myntra from many years the products are geniuine and all kind of fashion is available. Prices are good and affordale i really like Myntra for shopping for me.. Thank you Myntra,i have been using myntra from many years the products are geniuine and all kind of fashion is available. prices are good and affordale i really like myntra for shopping for me.. thank you myntra,i have been using myntra from many years the products are geniuine and all kind of fashion is available. prices are good and affordale i really like myntra for shopping for me.. thank you myntra,5,positive,0,False,35,2026-04-02 19:52:15+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,1,Refund & Payment Issues,-1,True,4.0349426,6.5829096,0.790447,5.082265,5.174453,1.9008904,5.0732446,3.2637017,2.6483068,5.5088935,False,-0.0671018328413448,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
18,b02bcf55-9b55-485b-b5ad-5386de166419,Myntra,google_play,en,en,False,"don't buy anything from this portal... its a fraud app... I am ordering one product, they will not delivered completely.. from Sunday I am trying to connect with there team for refund.. Without solving my issue they closed it in app from there end..","don't buy anything from this portal... its a fraud app... i am ordering one product, they will not delivered completely.. from sunday i am trying to connect with there team for refund.. without solving my issue they closed it in app from there end..","don't buy anything from this portal... its a fraud app... i am ordering one product, they will not delivered completely.. from sunday i am trying to connect with there team for refund.. without solving my issue they closed it in app from there end..",1,complaint,0,False,44,2026-04-02 19:50:43+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,4,False,4.184062,3.2420287,3.751774,6.411991,5.7519164,1.0832688,6.4357405,3.6999185,1.7216651,4.9805627,False,-0.0764686465413622,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999988949747735
19,3ac28e46-ea17-41d1-8a93-3147ebcf1100,Myntra,google_play,en,en,False,good one for shopping,good one for shopping,good one for shopping,5,positive,0,False,4,2026-04-02 19:42:25+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,10,False,3.984937,6.3453374,0.9352693,4.704969,5.6628847,1.8151468,5.140828,3.2576137,2.4519126,5.3627825,False,-0.0912778476374965,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
20,32040fed-a75e-4fa7-a36a-36082d2aeff3,Myntra,google_play,en,en,False,very nice product like it,very nice product like it,very nice product like it,5,positive,0,False,5,2026-04-02 19:40:56+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,0,Delivery Failure,7,False,5.3958845,6.19817,0.30977225,5.8757844,4.535014,1.5084727,4.997837,3.6086695,2.4542956,5.712446,False,-0.0655097807942796,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
21,61a68f01-2601-4b55-8568-2413ce919cb0,Myntra,google_play,en,en,False,good experience,good experience,good experience,5,positive,0,False,2,2026-04-02 19:39:05+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,0,Delivery Failure,-1,True,6.9770713,5.6297774,0.71856254,7.110509,4.9326015,1.5812643,5.9015217,3.226897,2.543544,5.662874,False,-0.0144108290449423,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
22,9c8755da-f194-444a-9831-b34591494e27,Myntra,google_play,en,en,True,can you have a separate section for maternity.its convenient for all because most of the maxi dress and nighty are maternity wear . it takes a lot of scrolling to get a maxi dress in women section . it should be seperately done maternity curves to much time spend on searching to later find it to be maternity dresswear. 🙄🙄,can you have a separate section for maternity.its convenient for all because most of the maxi dress and nighty are maternity wear . it takes a lot of scrolling to get a maxi dress in women section . it should be seperately done maternity curves to much time spend on searching to later find it to be maternity dresswear.,can you have a separate section for maternity.its convenient for all because most of the maxi dress and nighty are maternity wear . it takes a lot of scrolling to get a maxi dress in women section . it should be seperately done maternity curves to much time spend on searching to later find it to be maternity dresswear.,3,mixed,0,False,59,2026-04-02 19:37:10+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,4.1219296,6.569819,1.2081015,5.699373,5.1648555,1.9587862,5.2085886,2.769809,2.6947,5.5618825,False,-0.0851331348640766,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
23,26125571-8d9f-4861-b0f7-eada707b3242,Myntra,google_play,en,ro,False,Great experience,great experience,great experience,5,positive,0,False,2,2026-04-02 19:29:43+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,-1,True,7.0110383,5.6267223,0.7204993,7.1528287,4.930639,1.6032974,5.9104967,3.2305048,2.5724826,5.6790524,False,-0.0084824107835862,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
24,53c15460-2be4-4d7b-88f2-812f13fadfed,Myntra,google_play,en,en,False,I ordered dress from Myntra the quality is really awesome,i ordered dress from myntra the quality is really awesome,i ordered dress from myntra the quality is really awesome,5,positive,0,False,10,2026-04-02 19:28:28+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,4.0623813,6.5963764,1.0986785,5.5295205,5.1858006,1.9628937,5.167653,2.8803747,2.6931252,5.5618515,False,-0.0886722149853929,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
25,2dd26533-0db6-4d5f-b895-0652e76c1894,Myntra,google_play,en,en,False,Interface is good,interface is good,interface is good,4,positive,0,False,3,2026-04-02 19:27:44+00:00,2026-03-30/2026-04-05,2026-04,,1,Refund & Payment Issues,9,False,0.72275484,6.3322306,2.2861726,5.5279107,5.2314057,2.3950443,5.5548596,2.8785908,2.7081769,5.8662806,False,-0.0324868784974945,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
26,8d38c610-eea4-4425-bcc7-b9224bf220f2,Myntra,google_play,en,en,False,You will get here good quality cloths,you will get here good quality cloths,you will get here good quality cloths,5,positive,0,False,7,2026-04-02 19:26:29+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,4.2060385,6.5481715,1.1485773,5.580518,5.2263637,1.9423791,5.1909375,2.8229973,2.6891224,5.54349,False,-0.09475035990278,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
27,e9e9a395-d187-4ccc-9cd8-932c70bb14c5,Myntra,google_play,en,en,False,good quality products,good quality products,good quality products,5,positive,0,False,3,2026-04-02 19:24:59+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,7,False,5.2431216,6.0376196,0.4012119,5.674435,4.661435,1.52221,5.0249524,3.6409373,2.3831236,5.6661186,False,-0.077319168471773,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
28,c760962b-5d77-4685-b079-dc41fd9d2a0f,Myntra,google_play,en,en,False,excellent shopping experience on myntra...,excellent shopping experience on myntra...,excellent shopping experience on myntra...,5,positive,0,False,5,2026-04-02 19:24:53+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,1,Refund & Payment Issues,10,False,4.002991,6.5224805,0.83565176,4.7375393,5.516776,1.902401,5.1003394,3.23881,2.5983782,5.402755,False,-0.0765311666526554,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
29,2de44536-ed6e-4e0c-a7a8-c6e4215360d3,Myntra,google_play,en,en,False,This product is really good,this product is really good,this product is really good,5,positive,0,False,5,2026-04-02 19:23:45+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,7,False,5.3756666,6.149933,0.33148637,5.8153067,4.546643,1.4991269,5.0033765,3.6617334,2.416508,5.706249,False,-0.0656265598283777,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
30,a4c7776d-eb15-4262-bb7a-52557fabfbde,Myntra,google_play,en,en,False,good offers and good size,good offers and good size,good offers and good size,5,positive,0,False,5,2026-04-02 19:18:55+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,8,False,5.083167,5.7222214,1.2313709,5.179341,5.487361,1.6719167,5.271363,3.2792351,2.4730504,5.2956176,False,-0.0956263095931508,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
31,cf7d22b2-5cfb-4236-9367-cd5485592796,Myntra,google_play,en,en,True,"This shopping app is a complete mess and a fraud. The app itself is not reliable but what makes it worse is the delivery experience. Delivery boys are often rude, misbehave, and give false updates about orders. They’ll mark items as ""coming soon” when they’re nowhere near or come up with excuses that just don’t add up. Overall, it feels dishonest and frustrating to deal with. Definitely not worth using when there are much better and more reliable options out there. Never recommending this.","this shopping app is a complete mess and a fraud. the app itself is not reliable but what makes it worse is the delivery experience. delivery boys are often rude, misbehave, and give false updates about orders. they ll mark items as coming soon when they re nowhere near or come up with excuses that just don t add up. overall, it feels dishonest and frustrating to deal with. definitely not worth using when there are much better and more reliable options out there. never recommending this.","this shopping app is a complete mess and a fraud. the app itself is not reliable but what makes it worse is the delivery experience. delivery boys are often rude, misbehave, and give false updates about orders. they ll mark items as coming soon when they re nowhere near or come up with excuses that just don t add up. overall, it feels dishonest and frustrating to deal with. definitely not worth using when there are much better and more reliable options out there. never recommending this.",1,complaint,0,False,87,2026-04-02 19:10:44+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,4,False,3.4658225,2.8537483,4.1315446,6.4939356,5.4550133,1.1535082,6.3578424,3.834949,1.8856544,5.0064178,False,-0.0691218830023796,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999988949747735
32,ba993170-081b-4403-ad68-9b3c6b768d5c,Myntra,google_play,en,en,False,worthy app,worthy app,worthy app,5,positive,0,False,2,2026-04-02 19:08:38+00:00,2026-03-30/2026-04-05,2026-04,,1,Refund & Payment Issues,9,False,1.1121827,5.8557816,2.817184,5.606709,5.2181945,2.1045372,5.5834694,3.1474888,2.5444791,5.557925,False,-0.0874855997121933,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
33,585ce0dc-ce7a-491d-9f4e-3694e20fc2a6,Myntra,google_play,en,en,False,good quality product is not froud like flipkart and amazon,good quality product is not froud like flipkart and amazon,good quality product is not froud like flipkart and amazon,5,positive,0,False,10,2026-04-02 19:02:13+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,0,Delivery Failure,7,False,5.322525,5.9398503,0.35912055,5.7110615,4.7047706,1.4846737,5.019289,3.6273582,2.3896577,5.6932983,False,-0.0779471577500817,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
34,0dcec4a2-4966-4c66-902f-6a6522ee8ad0,Myntra,google_play,en,en,False,Super cloths experience as I purchased till now,super cloths experience as i purchased till now,super cloths experience as i purchased till now,5,positive,0,False,8,2026-04-02 18:58:41+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,4.1490436,6.5711164,1.1529027,5.6154256,5.207022,1.9474543,5.1889343,2.8068216,2.688266,5.5476255,False,-0.0931527252936471,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
35,54d171d5-e042-4882-ad8d-c19bbdc3517f,Myntra,google_play,en,en,False,it's really nice Kurta set,it's really nice kurta set,it's really nice kurta set,5,positive,0,False,5,2026-04-02 18:57:21+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,-1,True,7.018807,6.5815053,0.12765159,6.151638,4.866308,1.6156391,4.9138007,2.861134,2.6524878,5.692929,False,-0.0646711833032001,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
36,e96b0df6-ef27-4001-8736-50832c34fcb2,Myntra,google_play,en,en,False,awesome experience...,awesome experience...,awesome experience...,5,positive,0,False,2,2026-04-02 18:51:21+00:00,2026-03-30/2026-04-05,2026-04,4.2602.11,0,Delivery Failure,-1,True,6.999146,5.6449084,0.7003449,7.1436706,4.916982,1.603761,5.895382,3.2328315,2.5695279,5.684561,False,-0.0127782458097144,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
37,bfda14f8-ffca-4749-b4f3-8b249e694f4e,Myntra,google_play,en,ro,False,nice product,nice product,nice product,5,positive,0,False,2,2026-04-02 18:49:27+00:00,2026-03-30/2026-04-05,2026-04,,0,Delivery Failure,7,False,5.3593793,6.1573715,0.2743484,5.93871,4.546999,1.5096629,4.973701,3.5613477,2.488416,5.694736,False,-0.0678635825099745,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
38,5d99b953-2314-460f-91a9-cf7862c7373a,Myntra,google_play,en,en,False,myntra is best for clothes love yours app buddy,myntra is best for clothes love yours app buddy,myntra is best for clothes love yours app buddy,5,positive,0,False,9,2026-04-02 18:48:26+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,3.6397762,6.6500955,1.2217424,5.4761853,5.2146654,2.01636,5.1822195,2.840304,2.683608,5.56025,False,-0.0870911047739943,False,0.0,False,GREEN,0,0,gold_eval,Low,0.9999994891726309
39,045f4a52-5672-40d0-8418-58b1cca51af1,Myntra,google_play,en,en,True,Excellent shopping experience! 🛍️ Myntra app ka interface bahut smooth hai aur products ki collection bhi top class hai. Original brands milte hain aur discounts bhi kaafi achhe hote hain. Delivery fast hai aur return/exchange process hassle-free hai. Definitely one of the best shopping apps in India!,excellent shopping experience! myntra app ka interface bahut smooth hai aur products ki collection bhi top class hai. original brands milte hain aur discounts bhi kaafi achhe hote hain. delivery fast hai aur return exchange process hassle-free hai. definitely one of the best shopping apps in india!,excellent shopping experience! myntra app ka interface bahut smooth hai aur products ki collection bhi top class hai. original brands milte hain aur discounts bhi kaafi achhe hote hain. delivery fast hai aur return exchange process hassle-free hai. definitely one of the best shopping apps in india!,5,positive,0,False,47,2026-04-02 18:42:31+00:00,2026-03-30/2026-04-05,2026-04,4.2409.11,1,Refund & Payment Issues,-1,True,2.8216403,6.548577,1.361282,4.489297,5.8441634,1.8951935,5.145776,3.2586756,2.3481445,5.2840905,False,-0.057066890308672,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
40,26d0d2a6-89a7-47f0-a17d-687373bc70b0,Myntra,google_play,en,en,False,excellent fashion and brands,excellent fashion and brands,excellent fashion and brands,5,positive,0,False,4,2026-04-02 18:32:31+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,4.224558,6.4822907,1.07136,5.535405,5.2007866,1.8852258,5.1684055,2.9358385,2.6350722,5.535908,False,-0.099877037341884,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
41,50a614e8-2de8-4f77-b558-55a952616912,Myntra,google_play,en,en,False,such a amazing experience,such a amazing experience,such a amazing experience,5,positive,0,False,4,2026-04-02 18:29:47+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,-1,True,7.054735,5.6801114,0.675059,7.140777,4.91281,1.622018,5.8583,3.2095158,2.599661,5.702776,False,-0.0100507057436669,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
42,8172ef7f-90ac-4f2d-842a-ec84c2145d0c,Myntra,google_play,en,en,False,nice app for shopping with looking,nice app for shopping with looking,nice app for shopping with looking,5,positive,0,False,6,2026-04-02 18:25:24+00:00,2026-03-30/2026-04-05,2026-04,,1,Refund & Payment Issues,11,False,2.4915347,6.7409816,1.2606668,4.609856,5.6257677,2.0880196,5.1558795,3.099237,2.5594978,5.4890914,False,-0.0630069475312527,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
43,4ec83c52-16b1-47b4-a229-577e6b58f965,Myntra,google_play,en,en,False,I enjoyed shopping They gave lots of offers,i enjoyed shopping they gave lots of offers,i enjoyed shopping they gave lots of offers,5,positive,0,False,8,2026-04-02 18:22:23+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,4.0878525,6.578911,0.85251373,4.7040653,5.526763,1.9561749,5.0985994,3.1732278,2.672108,5.4075875,False,-0.0667800762078082,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
44,479948f9-9078-481c-8cf4-78717b43af39,Myntra,google_play,en,en,False,authentic brands.,authentic brands.,authentic brands.,5,positive,0,False,2,2026-04-02 18:21:54+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,-1,True,4.7130613,5.962396,0.6704109,5.5642843,4.8011775,1.6071844,5.147991,3.550979,2.4316967,5.5533395,False,-0.0873128366453653,False,0.0,False,GREEN,0,0,train,Low,0.9999994891726309
