id,review_id,platform,source,lang,detected_lang,is_hinglish,content,cleaned_content,text_for_model,score,star_bucket,thumbs_up,high_engagement,review_length,at,week,year_month,app_version
21,dbc63c0f-5798-43c7-9b53-2b9c3f828801,Myntra,google_play,en,en,False,this app follow the g zen fashion,this app follow the g zen fashion,this app follow the g zen fashion,5,positive,0,False,7,2026-04-03 23:14:41+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22
22,5629fe79-2895-46d3-98d4-ffabd2f8bd85,Myntra,google_play,en,en,False,always 1st choice for clothing,always 1st choice for clothing,always 1st choice for clothing,5,positive,0,False,5,2026-04-03 23:07:17+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
23,e9878878-dd91-4909-97b8-604d465eb12a,Myntra,google_play,en,nl,False,best experience ever...,best experience ever...,best experience ever...,5,positive,0,False,3,2026-04-03 23:03:01+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
24,b953a2d1-f160-4c2c-a231-29153b3f451b,Myntra,google_play,en,en,False,app not working properly today,app not working properly today,app not working properly today,1,complaint,0,False,5,2026-04-03 23:02:53+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
25,2cb46838-948a-4b7f-9491-df2642ab69de,Myntra,google_play,en,en,False,very old collections 🤯,very old collections,very old collections,1,complaint,0,False,3,2026-04-03 23:00:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
26,eaf39dd4-0d81-47e1-837c-7584fd5f56cd,Myntra,google_play,en,en,False,good rang of product,good rang of product,good rang of product,5,positive,0,False,4,2026-04-03 22:58:42+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
27,b098cc06-e433-4344-bf0c-d8074f053b78,Myntra,google_play,en,en,False,user friendly and very good customer support,user friendly and very good customer support,user friendly and very good customer support,5,positive,0,False,7,2026-04-03 22:54:41+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
28,1cabfbbb-503c-4246-8fda-bbd5b9863901,Myntra,google_play,en,sl,False,osem perfume i love ❤,osem perfume i love,osem perfume i love,4,positive,0,False,4,2026-04-03 22:48:11+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
29,842bb2e8-eaa2-4011-a8ce-822a409ccd16,Myntra,google_play,en,ca,False,excellent performance 👍🏻 👍🏻 👍🏻,excellent performance,excellent performance,5,positive,0,False,2,2026-04-03 22:46:20+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
30,d200f102-0f07-40a2-84c0-c7523d9ad1c6,Myntra,google_play,en,en,False,good product for reasonble price,good product for reasonble price,good product for reasonble price,5,positive,0,False,5,2026-04-03 22:41:56+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20
31,f2cc9eed-aaf7-4459-b313-8d70ad607c1e,Myntra,google_play,en,sq,False,i like it this app,i like it this app,i like it this app,5,positive,0,False,5,2026-04-03 22:41:21+00:00,2026-03-30/2026-04-05,2026-04,
32,fac80a97-fa8b-4017-b4c3-bc2cc7edfca1,Myntra,google_play,en,en,False,Very easy to refund money or exchange,very easy to refund money or exchange,very easy to refund money or exchange,4,positive,0,False,7,2026-04-03 22:40:47+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
33,606615e0-de35-4aea-9963-6e8473df7538,Myntra,google_play,en,en,False,"worst app all my pre paid order got cancelled by mintra saying unforseen reason, pathetic!!!!!! I want to attach screenshot","worst app all my pre paid order got cancelled by mintra saying unforseen reason, pathetic!! i want to attach screenshot","worst app all my pre paid order got cancelled by mintra saying unforseen reason, pathetic!! i want to attach screenshot",1,complaint,0,False,20,2026-04-03 22:35:41+00:00,2026-03-30/2026-04-05,2026-04,
35,f5d286fd-45f2-4ced-abd9-ec87fa0e9d2a,Myntra,google_play,en,en,False,best and trusted app for purchasing online,best and trusted app for purchasing online,best and trusted app for purchasing online,5,positive,0,False,7,2026-04-03 22:28:56+00:00,2026-03-30/2026-04-05,2026-04,
36,3bfe1e0f-f38b-4b73-9cb3-8f3b14d97605,Myntra,google_play,en,en,False,Wonderfull app,wonderfull app,wonderfull app,5,positive,0,False,2,2026-04-03 22:28:39+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20
37,c74fa421-e8d6-459b-995d-5da87290a722,Myntra,google_play,en,en,False,this app is good for shopping and value for money,this app is good for shopping and value for money,this app is good for shopping and value for money,5,positive,0,False,10,2026-04-03 22:28:27+00:00,2026-03-30/2026-04-05,2026-04,
38,d958a982-7f1b-4335-b326-83c2c4c618d7,Myntra,google_play,en,en,True,"The deliveries are going well, but when it comes to exchanging or returning a product, it takes a lot of time. I also wanted to exchange it. I have been calling customer care since the same day, but unfortunately I have not received any response from there. Every time they postpone the issue by giving a 24-hour deadline. This has been happening for the last 14 days.","the deliveries are going well, but when it comes to exchanging or returning a product, it takes a lot of time. i also wanted to exchange it. i have been calling customer care since the same day, but unfortunately i have not received any response from there. every time they postpone the issue by giving a 24-hour deadline. this has been happening for the last 14 days.","the deliveries are going well, but when it comes to exchanging or returning a product, it takes a lot of time. i also wanted to exchange it. i have been calling customer care since the same day, but unfortunately i have not received any response from there. every time they postpone the issue by giving a 24-hour deadline. this has been happening for the last 14 days.",3,mixed,0,False,67,2026-04-03 22:27:03+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
39,aee7ba05-fe7c-4026-8e5f-d62e37b8ed6b,Myntra,google_play,en,hr,False,good service,good service,good service,5,positive,0,False,2,2026-04-03 22:20:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
40,335885d1-1ad3-4ee7-8796-a90f43c3e8b6,Myntra,google_play,en,en,True,"myntra motivate to buy ""fwd"" pass, but doesn't apply it to the product. myntra CC doesn't solve this issue, they not even resolved the case when approached via consumer care, they closed the case, when initiated return, executive marked the product defective without even reaching, complete fraud from myntra.","myntra motivate to buy fwd pass, but doesn't apply it to the product. myntra cc doesn't solve this issue, they not even resolved the case when approached via consumer care, they closed the case, when initiated return, executive marked the product defective without even reaching, complete fraud from myntra.","myntra motivate to buy fwd pass, but doesn't apply it to the product. myntra cc doesn't solve this issue, they not even resolved the case when approached via consumer care, they closed the case, when initiated return, executive marked the product defective without even reaching, complete fraud from myntra.",1,complaint,0,False,49,2026-04-03 22:14:11+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22
41,5b857d57-c877-44ae-8639-db818af63163,Myntra,google_play,en,en,False,best shopping app,best shopping app,best shopping app,5,positive,0,False,3,2026-04-03 22:06:31+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
42,f4fb4847-bdb7-4a30-ac06-6d23f6613d45,Myntra,google_play,en,sv,False,better than flipkart,better than flipkart,better than flipkart,5,positive,0,False,3,2026-04-03 22:05:56+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
43,59bc217d-1e51-494f-bb0c-91594e711568,Myntra,google_play,en,en,False,want more 32-34in chest size clothes,want more 32-34in chest size clothes,want more 32-34in chest size clothes,5,positive,0,False,6,2026-04-03 22:03:32+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20
44,005ade8f-5c16-4c08-bd76-d8bef1ba6242,Myntra,google_play,en,af,False,good delivery,good delivery,good delivery,5,positive,0,False,2,2026-04-03 21:57:58+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
45,8b8135f6-7cdc-40c4-9ec2-37cb17cff202,Myntra,google_play,en,fr,False,Excilent apps,excilent apps,excilent apps,5,positive,0,False,2,2026-04-03 21:56:40+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
46,a70bd6de-445a-4cee-bf8f-71b97a290bea,Myntra,google_play,en,en,True,"Whenever I order from Myntra, the delivery is always very late. On top of that, if the item I receive is not in the right size and I want to exchange it, they give excuses like ‘single items cannot be exchanged.’ I really don’t understand this — if I ordered one item, of course I will exchange that same item. Am I supposed to order in bulk just to be able to exchange it? I absolutely did not like this whole experience with Myntra. That’s why I will give it only one star.","whenever i order from myntra, the delivery is always very late. on top of that, if the item i receive is not in the right size and i want to exchange it, they give excuses like single items cannot be exchanged. i really don t understand this if i ordered one item, of course i will exchange that same item. am i supposed to order in bulk just to be able to exchange it? i absolutely did not like this whole experience with myntra. that s why i will give it only one star.","whenever i order from myntra, the delivery is always very late. on top of that, if the item i receive is not in the right size and i want to exchange it, they give excuses like single items cannot be exchanged. i really don t understand this if i ordered one item, of course i will exchange that same item. am i supposed to order in bulk just to be able to exchange it? i absolutely did not like this whole experience with myntra. that s why i will give it only one star.",1,complaint,0,False,94,2026-04-03 21:53:00+00:00,2026-03-30/2026-04-05,2026-04,
47,e2746a83-2943-46f1-ae2a-39bb75a76045,Myntra,google_play,en,en,False,very nice application,very nice application,very nice application,5,positive,0,False,3,2026-04-03 21:51:03+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
48,032b7a7b-60d3-453b-88f1-bacc2ee06ca9,Myntra,google_play,en,en,False,good and very offerable prices,good and very offerable prices,good and very offerable prices,5,positive,0,False,5,2026-04-03 21:48:24+00:00,2026-03-30/2026-04-05,2026-04,
49,ab7e2484-dae4-4718-9d7e-a6e3419b699e,Myntra,google_play,en,en,False,Good Deals and quality products,good deals and quality products,good deals and quality products,5,positive,0,False,5,2026-04-03 21:47:15+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
50,ca6fc7de-2a13-4dcc-b820-ac1ea1cfd636,Myntra,google_play,en,so,False,tooo many ads,tooo many ads,tooo many ads,1,complaint,0,False,3,2026-04-03 21:45:59+00:00,2026-03-30/2026-04-05,2026-04,
51,997de5bc-fe54-48a1-834f-588e44327bb3,Myntra,google_play,en,ro,False,amazing experience,amazing experience,amazing experience,5,positive,0,False,2,2026-04-03 21:38:21+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
52,c80dae5e-ff50-40c9-b29f-0f38cfb00586,Myntra,google_play,en,en,False,Myntra is my go-to shopping app! Always a smooth and satisfying experience 😊”,myntra is my go-to shopping app! always a smooth and satisfying experience,myntra is my go-to shopping app! always a smooth and satisfying experience,5,positive,0,False,12,2026-04-03 21:37:04+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
53,f49c7e45-6bf5-41c6-b3df-a74051c39762,Myntra,google_play,en,en,False,"I am extremely disappointed with my recent online shopping experience. Despite submitting several complaints, I have received no response. As an elite member, I find this level of service unacceptable and not in line with how customers should be treated. Sending wrong product and not even responding to complaints. wanted to give minus star if that was possible.","i am extremely disappointed with my recent online shopping experience. despite submitting several complaints, i have received no response. as an elite member, i find this level of service unacceptable and not in line with how customers should be treated. sending wrong product and not even responding to complaints. wanted to give minus star if that was possible.","i am extremely disappointed with my recent online shopping experience. despite submitting several complaints, i have received no response. as an elite member, i find this level of service unacceptable and not in line with how customers should be treated. sending wrong product and not even responding to complaints. wanted to give minus star if that was possible.",1,complaint,0,False,58,2026-04-03 21:36:03+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
54,709a64dd-54e7-486f-a61d-d6bc08e189a5,Myntra,google_play,en,en,False,Timely delivery and delivery personnel is very cooperative,timely delivery and delivery personnel is very cooperative,timely delivery and delivery personnel is very cooperative,5,positive,0,False,8,2026-04-03 21:35:16+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
55,81b59e56-04a7-4558-82a9-54586dd4b1e4,Myntra,google_play,en,en,False,impressed with the quick delivery of my biolage serum thanks MYNTRA,impressed with the quick delivery of my biolage serum thanks myntra,impressed with the quick delivery of my biolage serum thanks myntra,5,positive,0,False,11,2026-04-03 21:27:16+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
56,510215c7-f991-4d45-8da5-f5015d52a8d4,Myntra,google_play,en,en,True,"Myntra and Viraj Textiles-Rajasthan have scammed me. They delivered a worn and a completely different product wholly. And now they say that the product is the correct one, so they are not going to refund. Top grade scammers this bunch. Do not buy from them at all.","myntra and viraj textiles-rajasthan have scammed me. they delivered a worn and a completely different product wholly. and now they say that the product is the correct one, so they are not going to refund. top grade scammers this bunch. do not buy from them at all.","myntra and viraj textiles-rajasthan have scammed me. they delivered a worn and a completely different product wholly. and now they say that the product is the correct one, so they are not going to refund. top grade scammers this bunch. do not buy from them at all.",1,complaint,0,False,47,2026-04-03 21:22:45+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
57,1017a7a0-7932-483d-a193-f683057200e1,Myntra,google_play,en,en,False,geniune product i like it myntra fashion site,geniune product i like it myntra fashion site,geniune product i like it myntra fashion site,5,positive,0,False,8,2026-04-03 21:21:51+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
58,6289d86a-afb7-4564-ab13-135c9326d018,Myntra,google_play,en,fr,False,excellent app,excellent app,excellent app,5,positive,0,False,2,2026-04-03 21:17:56+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
59,6f6476f8-f007-4df2-95be-ef2c71603fa3,Myntra,google_play,en,en,False,worst experience automatically cancelled my order on delivery day,worst experience automatically cancelled my order on delivery day,worst experience automatically cancelled my order on delivery day,1,complaint,0,False,9,2026-04-03 21:15:41+00:00,2026-03-30/2026-04-05,2026-04,
60,9f757bcd-08f1-485c-ace7-61fb5a9d94eb,Myntra,google_play,en,en,False,"""Great offers on Myntra! Order process smooth tha.",great offers on myntra! order process smooth tha.,great offers on myntra! order process smooth tha.,5,positive,0,False,8,2026-04-03 21:03:54+00:00,2026-03-30/2026-04-05,2026-04,
61,ad3657e7-61c6-47a9-992f-87d955c2aaf2,Myntra,google_play,en,en,False,"this was a very worse experience with myntra , first I ordered something and it cancelled their own . disappointed 😞","this was a very worse experience with myntra , first i ordered something and it cancelled their own . disappointed","this was a very worse experience with myntra , first i ordered something and it cancelled their own . disappointed",1,complaint,0,False,20,2026-04-03 20:57:46+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
62,0886feaf-c7e6-4d47-bca7-761201ca64bd,Myntra,google_play,en,en,False,very genuine products,very genuine products,very genuine products,5,positive,0,False,3,2026-04-03 20:56:41+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20
63,feeacf16-07ed-4c15-a81f-6193ac66ab90,Myntra,google_play,en,en,False,myntra is a one stop destination where u can find everything. genuine product and good quality overall. happy customer as always,myntra is a one stop destination where u can find everything. genuine product and good quality overall. happy customer as always,myntra is a one stop destination where u can find everything. genuine product and good quality overall. happy customer as always,5,positive,0,False,21,2026-04-03 20:54:44+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
64,5aa5a22d-9b0e-481d-bd90-433fde2f3b77,Myntra,google_play,en,en,True,"I had a great shopping experience on Myntra. The app is very easy to use, and I found exactly what I was looking for. The delivery was fast, and the product quality was excellent, just as shown in the pictures. Packaging was neat and secure. Highly satisfied with the service—definitely one of the best online shopping platforms!","i had a great shopping experience on myntra. the app is very easy to use, and i found exactly what i was looking for. the delivery was fast, and the product quality was excellent, just as shown in the pictures. packaging was neat and secure. highly satisfied with the service definitely one of the best online shopping platforms!","i had a great shopping experience on myntra. the app is very easy to use, and i found exactly what i was looking for. the delivery was fast, and the product quality was excellent, just as shown in the pictures. packaging was neat and secure. highly satisfied with the service definitely one of the best online shopping platforms!",5,positive,0,False,58,2026-04-03 20:54:24+00:00,2026-03-30/2026-04-05,2026-04,
65,250a6161-aef6-495a-bc32-0ae21741c266,Myntra,google_play,en,en,False,This app is rubbish now a days. they cancelled customer's order without any reason and not even inform about it.,this app is rubbish now a days. they cancelled customer's order without any reason and not even inform about it.,this app is rubbish now a days. they cancelled customer's order without any reason and not even inform about it.,1,complaint,0,False,20,2026-04-03 20:49:57+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
66,06ec4344-fd2c-4b8c-9c3e-1df69773bbdd,Myntra,google_play,en,en,True,"Please do not buy this product; my experience with Myntra was absolutely terrible. I have never encountered anything like this before. The delivery was significantly delayed; it finally arrived in the evening. It seems that when we opt for a prepaid payment, the parcel arrives quickly, but when we choose Cash on Delivery, the parcel gets delayed. Furthermore, the product packaging was extremely poor; the entire box had collapsed onto the product, causing it to melt, and a very foul odor was eman","please do not buy this product my experience with myntra was absolutely terrible. i have never encountered anything like this before. the delivery was significantly delayed it finally arrived in the evening. it seems that when we opt for a prepaid payment, the parcel arrives quickly, but when we choose cash on delivery, the parcel gets delayed. furthermore, the product packaging was extremely poor the entire box had collapsed onto the product, causing it to melt, and a very foul odor was eman","please do not buy this product my experience with myntra was absolutely terrible. i have never encountered anything like this before. the delivery was significantly delayed it finally arrived in the evening. it seems that when we opt for a prepaid payment, the parcel arrives quickly, but when we choose cash on delivery, the parcel gets delayed. furthermore, the product packaging was extremely poor the entire box had collapsed onto the product, causing it to melt, and a very foul odor was eman",1,complaint,0,False,83,2026-04-03 20:46:04+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
67,c047860f-e86a-40c6-bb2b-c7e07df96e01,Myntra,google_play,en,en,False,never order from this app they never deliver on time.worst experience.,never order from this app they never deliver on time.worst experience.,never order from this app they never deliver on time.worst experience.,1,complaint,0,False,11,2026-04-03 20:23:47+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
68,a01ebafd-503b-47c3-bc68-f2bc6d4f6509,Myntra,google_play,en,en,False,HAPPY WITH MYNTRA SERVICE AND PRICING,happy with myntra service and pricing,happy with myntra service and pricing,5,positive,0,False,6,2026-04-03 20:12:01+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
69,2fd8b974-2622-495e-9268-e9485145ecdc,Myntra,google_play,en,en,False,Very Good Service On Returning Products Also Received Amount In Bank On Same Day After Pickup.,very good service on returning products also received amount in bank on same day after pickup.,very good service on returning products also received amount in bank on same day after pickup.,5,positive,0,False,16,2026-04-03 20:02:55+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20
70,9bb1d3da-8a17-4193-9419-6ef1ba539b44,Myntra,google_play,en,en,False,speed low h delivery ki,speed low h delivery ki,speed low h delivery ki,3,mixed,0,False,5,2026-04-03 19:57:31+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
72,b8e48a7a-40bd-422e-9d47-a1dd5f058186,Myntra,google_play,en,en,False,I wish there was an option to give 0 Stars. If you don't get your refund for returned items within 24 hours then just forget that money. no one will listen they will just say everyday that wait 24 hours your query will be resolved and then nothing happens. My refund is on hold for a week and app shows that refund credited. If you have extra money to give someone and forget it for a month then go ahead and shop with myntra but don't expect any customer care service. They only charge 23 rs.,i wish there was an option to give 0 stars. if you don't get your refund for returned items within 24 hours then just forget that money. no one will listen they will just say everyday that wait 24 hours your query will be resolved and then nothing happens. my refund is on hold for a week and app shows that refund credited. if you have extra money to give someone and forget it for a month then go ahead and shop with myntra but don't expect any customer care service. they only charge 23 rs.,i wish there was an option to give 0 stars. if you don't get your refund for returned items within 24 hours then just forget that money. no one will listen they will just say everyday that wait 24 hours your query will be resolved and then nothing happens. my refund is on hold for a week and app shows that refund credited. if you have extra money to give someone and forget it for a month then go ahead and shop with myntra but don't expect any customer care service. they only charge 23 rs.,1,complaint,0,False,96,2026-04-03 19:47:34+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
73,0ce82fe9-5149-451a-abe3-e5efe2a6cc08,Myntra,google_play,en,en,False,great app for shopping,great app for shopping,great app for shopping,5,positive,0,False,4,2026-04-03 19:46:44+00:00,2026-03-30/2026-04-05,2026-04,
74,52cb4f3d-6c7c-4743-83a9-5662fbc201d1,Myntra,google_play,en,en,False,one of the best shopping aap forever,one of the best shopping aap forever,one of the best shopping aap forever,5,positive,0,False,7,2026-04-03 19:46:29+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22
75,ce939f09-9b1f-491a-8527-2e8f4c6f621e,Myntra,google_play,en,en,False,myntra send me totally different product from that shown in the pic.. and no one is taking the responsibility. they said we delivered you the right item. means shopping at your own risk.. we are not responsible if wrong item is delivered..,myntra send me totally different product from that shown in the pic.. and no one is taking the responsibility. they said we delivered you the right item. means shopping at your own risk.. we are not responsible if wrong item is delivered..,myntra send me totally different product from that shown in the pic.. and no one is taking the responsibility. they said we delivered you the right item. means shopping at your own risk.. we are not responsible if wrong item is delivered..,1,complaint,0,False,42,2026-04-03 19:36:24+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
76,998f56fd-41ac-4ba8-ab5a-62130803d60d,Myntra,google_play,en,en,False,very best quality of product and overall experience is good,very best quality of product and overall experience is good,very best quality of product and overall experience is good,5,positive,0,False,10,2026-04-03 19:35:58+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
77,33835a96-21de-4666-834d-204bc721cf75,Myntra,google_play,en,en,False,the dress is unfit but the quantity of the fabric is very good,the dress is unfit but the quantity of the fabric is very good,the dress is unfit but the quantity of the fabric is very good,4,positive,0,False,13,2026-04-03 19:29:09+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10
