id,review_id,platform,source,lang,detected_lang,is_hinglish,content,cleaned_content,text_for_model,score,star_bucket,thumbs_up,high_engagement,review_length,at,week,year_month,app_version,kmeans_cluster,cluster_name,hdbscan_cluster,hdbscan_is_noise,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7,umap_8,umap_9,umap_10
10,ba993170-081b-4403-ad68-9b3c6b768d5c,Myntra,google_play,en,en,False,worthy app,worthy app,worthy app,5,positive,0,False,2,2026-04-02 19:08:38+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,2,False,1.7887057,5.7947416,2.8225856,4.9142933,5.2489696,1.667803,5.5720415,3.1301277,3.2165802,5.8255143
11,585ce0dc-ce7a-491d-9f4e-3694e20fc2a6,Myntra,google_play,en,en,False,good quality product is not froud like flipkart and amazon,good quality product is not froud like flipkart and amazon,good quality product is not froud like flipkart and amazon,5,positive,0,False,10,2026-04-02 19:02:13+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,2,Fake/Counterfeit Product,7,False,4.7554355,6.7615066,0.46427366,6.359937,5.0562534,1.8203795,5.7788396,4.1211386,2.5522194,5.0932775
12,0dcec4a2-4966-4c66-902f-6a6522ee8ad0,Myntra,google_play,en,en,False,Super cloths experience as I purchased till now,super cloths experience as i purchased till now,super cloths experience as i purchased till now,5,positive,0,False,8,2026-04-02 18:58:41+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,8,False,3.9969676,7.4464717,1.164236,5.593787,5.8209496,2.055127,6.015699,3.2666197,2.9956834,5.085638
13,54d171d5-e042-4882-ad8d-c19bbdc3517f,Myntra,google_play,en,en,False,it's really nice Kurta set,it's really nice kurta set,it's really nice kurta set,5,positive,0,False,5,2026-04-02 18:57:21+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,1,False,6.7806635,6.7242,-0.7820621,6.749875,5.962856,1.8903093,6.3261228,3.957361,2.862498,4.5101776
14,e96b0df6-ef27-4001-8736-50832c34fcb2,Myntra,google_play,en,en,False,awesome experience...,awesome experience...,awesome experience...,5,positive,0,False,2,2026-04-02 18:51:21+00:00,2026-03-30/2026-04-05,2026-04,4.2602.11,2,Fake/Counterfeit Product,-1,True,6.5568404,5.353165,0.09212535,7.0438733,5.722109,1.4768475,5.8152213,3.9233754,2.914684,4.679348
15,bfda14f8-ffca-4749-b4f3-8b249e694f4e,Myntra,google_play,en,ro,False,nice product,nice product,nice product,5,positive,0,False,2,2026-04-02 18:49:27+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,7,False,4.878215,6.8085604,0.3181931,6.391616,5.2882085,1.7589593,5.850929,4.007929,2.5836203,5.0882664
16,5d99b953-2314-460f-91a9-cf7862c7373a,Myntra,google_play,en,en,False,myntra is best for clothes love yours app buddy,myntra is best for clothes love yours app buddy,myntra is best for clothes love yours app buddy,5,positive,0,False,9,2026-04-02 18:48:26+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,8,False,3.4475954,7.4192,1.4243493,5.4354715,5.697584,2.0389452,5.9812675,3.3115556,2.937412,5.16678
17,045f4a52-5672-40d0-8418-58b1cca51af1,Myntra,google_play,en,en,True,Excellent shopping experience! 🛍️ Myntra app ka interface bahut smooth hai aur products ki collection bhi top class hai. Original brands milte hain aur discounts bhi kaafi achhe hote hain. Delivery fast hai aur return/exchange process hassle-free hai. Definitely one of the best shopping apps in India!,excellent shopping experience! myntra app ka interface bahut smooth hai aur products ki collection bhi top class hai. original brands milte hain aur discounts bhi kaafi achhe hote hain. delivery fast hai aur return exchange process hassle-free hai. definitely one of the best shopping apps in india!,excellent shopping experience! myntra app ka interface bahut smooth hai aur products ki collection bhi top class hai. original brands milte hain aur discounts bhi kaafi achhe hote hain. delivery fast hai aur return exchange process hassle-free hai. definitely one of the best shopping apps in india!,5,positive,0,False,47,2026-04-02 18:42:31+00:00,2026-03-30/2026-04-05,2026-04,4.2409.11,3,App Crash / UX Bug,-1,True,3.1570833,7.432375,2.476156,4.8838615,5.2748866,2.379467,5.871161,3.5684729,2.5411592,5.109672
18,26d0d2a6-89a7-47f0-a17d-687373bc70b0,Myntra,google_play,en,en,False,excellent fashion and brands,excellent fashion and brands,excellent fashion and brands,5,positive,0,False,4,2026-04-02 18:32:31+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,8,False,4.0510383,7.338593,1.1775569,5.5970483,5.6611876,2.0672438,6.000315,3.4237626,2.8492105,5.0923467
19,50a614e8-2de8-4f77-b558-55a952616912,Myntra,google_play,en,en,False,such a amazing experience,such a amazing experience,such a amazing experience,5,positive,0,False,4,2026-04-02 18:29:47+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,6.5819006,5.359822,0.07162251,7.032551,5.738163,1.4922702,5.8366942,3.9184895,2.909759,4.6760454
20,8172ef7f-90ac-4f2d-842a-ec84c2145d0c,Myntra,google_play,en,en,False,nice app for shopping with looking,nice app for shopping with looking,nice app for shopping with looking,5,positive,0,False,6,2026-04-02 18:25:24+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,9,False,2.6712215,7.57665,2.2518525,4.827899,5.453444,2.2715306,5.8949227,3.419101,2.605113,5.255742
21,4ec83c52-16b1-47b4-a229-577e6b58f965,Myntra,google_play,en,en,False,I enjoyed shopping They gave lots of offers,i enjoyed shopping they gave lots of offers,i enjoyed shopping they gave lots of offers,5,positive,0,False,8,2026-04-02 18:22:23+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,4.239358,7.9268317,1.5127548,5.1636176,5.2820225,2.4209216,6.0337105,3.6718893,2.4313514,4.8661394
22,479948f9-9078-481c-8cf4-78717b43af39,Myntra,google_play,en,en,False,authentic brands.,authentic brands.,authentic brands.,5,positive,0,False,2,2026-04-02 18:21:54+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,7,False,4.3345613,6.768284,0.87835616,6.044313,5.0277443,1.9299208,5.7504277,3.9967797,2.5498657,5.1043825
23,bf50ae84-306b-4e6a-b9e5-65353a28c66e,Myntra,google_play,en,en,False,very nice app,very nice app,very nice app,5,positive,0,False,3,2026-04-02 18:17:50+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,2,False,1.3939126,5.9577613,2.8417542,4.844627,5.3106613,1.5436552,5.726266,2.923039,3.4081273,5.8730617
24,c8debea4-9d75-4a9b-871f-f68b2d760222,Myntra,google_play,en,sq,False,i like this,i like this,i like this,5,positive,0,False,3,2026-04-02 18:17:33+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,1,False,7.660064,6.636175,-0.25214,6.3628583,6.1816273,2.0495813,6.579891,3.6859977,2.7292736,4.4750085
25,c96c5bcc-8661-4b8a-b4d6-894fc1fe80d3,Myntra,google_play,en,en,False,best with latest,best with latest,best with latest,5,positive,0,False,3,2026-04-02 18:10:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,5.914678,7.57667,-0.43972012,6.146732,5.0259233,2.110353,6.2273464,4.210731,2.1381133,4.6438246
26,6d95472b-6ee5-4a93-8930-28f31b2abb36,Myntra,google_play,en,en,False,Myntra is one of the shopping platform where all products quality is best.,myntra is one of the shopping platform where all products quality is best.,myntra is one of the shopping platform where all products quality is best.,5,positive,0,False,13,2026-04-02 18:06:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,10,False,3.8668785,7.5042777,1.7311985,5.2360287,5.189163,2.3035228,5.9234424,3.740531,2.4467077,5.0046616
27,f8008285-079b-4216-93d3-6a3ad2ee6f3f,Myntra,google_play,en,en,False,perfect and economical,perfect and economical,perfect and economical,5,positive,0,False,3,2026-04-02 18:02:46+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,2,Fake/Counterfeit Product,1,False,7.27299,6.51798,-1.2655079,6.7157164,5.8899364,1.8757683,6.343951,4.061906,2.6161444,4.3407106
28,8a6c61bf-07f3-4dfc-9da7-3dd3919a2c07,Myntra,google_play,en,en,False,this myntra shoping site is very fraud site they cannot assure the product guarantee delivery and also fools us the customer so don't buy anything from myntra if customer doesn't want loss money,this myntra shoping site is very fraud site they cannot assure the product guarantee delivery and also fools us the customer so don't buy anything from myntra if customer doesn't want loss money,this myntra shoping site is very fraud site they cannot assure the product guarantee delivery and also fools us the customer so don't buy anything from myntra if customer doesn't want loss money,1,complaint,0,False,33,2026-04-02 18:00:11+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,-1,True,5.5955915,3.0737941,3.6659606,5.7915134,5.440322,1.9751728,5.7855697,3.4246411,2.3828862,4.8523707
29,3ae1d9c2-a6d7-4253-8d79-1b59cc764ce5,Myntra,google_play,en,en,False,very good app for shopping,very good app for shopping,very good app for shopping,5,positive,0,False,5,2026-04-02 17:56:38+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,9,False,2.5683117,7.4296246,2.2514684,4.9122715,5.475871,2.1622353,5.8789983,3.3606045,2.7099028,5.331874
30,c94b89a4-6f94-4f06-b365-bd8f2f72e9e7,Myntra,google_play,en,en,False,good service and b product,good service and b product,good service and b product,5,positive,0,False,5,2026-04-02 17:53:53+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,5.5711155,5.685789,1.1092951,6.3331423,4.7671394,2.0490682,5.433333,4.3062406,2.5830736,4.9119563
31,9161a1c5-7703-476b-9cee-7fcbbfdb8085,Myntra,google_play,en,en,False,waste of money i order some dresses and it was only cancelled and not refunded the money of if I call no agents were solved my queries then worst myntra don't order here please,waste of money i order some dresses and it was only cancelled and not refunded the money of if i call no agents were solved my queries then worst myntra don't order here please,waste of money i order some dresses and it was only cancelled and not refunded the money of if i call no agents were solved my queries then worst myntra don't order here please,1,complaint,0,False,34,2026-04-02 17:52:32+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,1,Refund & Payment Issues,12,False,6.1414523,3.1429079,3.364377,5.485111,5.6978984,2.1977234,5.6689186,3.3746974,2.7092628,5.137318
32,04ded0e9-77cd-406d-a5e7-531b82a31816,Myntra,google_play,en,en,False,it is very nice,it is very nice,it is very nice,5,positive,0,False,4,2026-04-02 17:47:16+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,2,Fake/Counterfeit Product,1,False,7.126305,6.700916,-0.98074603,6.7889385,6.2554507,1.8833605,6.471975,3.8900707,2.926487,4.415778
33,73c717d8-d157-4318-b575-2829930c0544,Myntra,google_play,en,en,False,good app 👍 honest review,good app honest review,good app honest review,5,positive,0,False,4,2026-04-02 17:46:05+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,3,App Crash / UX Bug,2,False,1.7183623,5.971814,2.5857785,4.9991837,5.2550783,1.605737,5.5608435,3.1548278,3.1757596,5.841194
34,3a44e8b4-78a6-4ad7-b654-aff4657177c5,Myntra,google_play,en,ro,False,nice secure and services,nice secure and services,nice secure and services,5,positive,0,False,4,2026-04-02 17:44:37+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,5.8510284,5.5945845,0.86005974,6.450687,4.718416,2.12043,5.3710732,4.402595,2.5509126,4.7846146
35,b1166091-c82b-40f8-a931-704fc12e87a9,Myntra,google_play,en,en,False,Most of the good stuff is available on this app.,most of the good stuff is available on this app.,most of the good stuff is available on this app.,4,positive,0,False,10,2026-04-02 17:43:38+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,2,False,1.7305169,6.25526,2.550875,4.8624578,5.2950716,1.622977,5.731259,3.0290935,3.153938,5.8180857
36,caf289fa-bee0-4247-a01c-5c0e18da0a7d,Myntra,google_play,en,en,False,good deals compare to others websites,good deals compare to others websites,good deals compare to others websites,4,positive,0,False,6,2026-04-02 17:39:40+00:00,2026-03-30/2026-04-05,2026-04,4.2508.20,2,Fake/Counterfeit Product,6,False,5.1949353,6.7555184,1.6403217,5.355171,5.4721713,2.2673008,6.049808,3.6051314,2.4578385,4.9716697
37,fedb5fcb-5b5f-4684-90fb-b855172640bf,Myntra,google_play,en,en,False,very beautiful bag 😍,very beautiful bag,very beautiful bag,5,positive,0,False,3,2026-04-02 17:38:58+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,8,False,4.1366816,7.346285,1.2022048,5.5630474,5.727653,2.0953739,6.029707,3.3728728,2.8722663,5.073697
38,09fc07fd-f3b7-4ab8-9b52-4e157064240c,Myntra,google_play,en,en,False,myntra best for genuine product & service.,myntra best for genuine product service.,myntra best for genuine product service.,5,positive,0,False,6,2026-04-02 17:27:58+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,2,Fake/Counterfeit Product,7,False,4.364942,6.713351,0.92645967,6.052302,4.973359,1.9367862,5.710721,4.046115,2.5718307,5.1019297
39,85f1c028-f92a-4450-9931-f2ed6a1b7371,Myntra,google_play,en,en,False,nice quality product nd vettery life is also gud of my Fastrack watch...if anybody wanna buy quality product go with Myntra,nice quality product nd vettery life is also gud of my fastrack watch...if anybody wanna buy quality product go with myntra,nice quality product nd vettery life is also gud of my fastrack watch...if anybody wanna buy quality product go with myntra,5,positive,0,False,21,2026-04-02 17:21:34+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,2,Fake/Counterfeit Product,7,False,4.7410445,6.8551745,0.48364535,6.3169723,5.0617,1.8671049,5.802976,4.114574,2.5926118,5.0561347
40,693d6ad6-1797-4558-826f-79aac5349754,Myntra,google_play,en,en,False,Not good but I am giving 5 star for my review pining 😂😂😂😂,not good but i am giving 5 star for my review pining,not good but i am giving 5 star for my review pining,5,positive,0,False,12,2026-04-02 17:19:33+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,7.4907365,5.467107,1.3289438,5.558233,6.36864,2.0715656,6.35946,3.2504592,2.6305385,4.618397
41,5fb5a7c2-3bd2-4591-a121-4748500d0d86,Myntra,google_play,en,en,False,2 years experience,2 years experience,2 years experience,5,positive,0,False,3,2026-04-02 17:16:05+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,6.635912,5.295677,0.1825751,6.9648976,5.8069334,1.4897654,5.8720827,3.8334975,2.9092233,4.6672254
42,f2ccda7b-3bf6-4c16-b8c8-80f32c65e0af,Myntra,google_play,en,en,True,Not going to use this app until it changes the logistics from Ekart to something else. Since Ekart is managed through Flipkart and the customer care service is very pathetic and unethical. I had to lose my 1600Rs because of the mistake done by an Ekart delivery person,not going to use this app until it changes the logistics from ekart to something else. since ekart is managed through flipkart and the customer care service is very pathetic and unethical. i had to lose my 1600rs because of the mistake done by an ekart delivery person,not going to use this app until it changes the logistics from ekart to something else. since ekart is managed through flipkart and the customer care service is very pathetic and unethical. i had to lose my 1600rs because of the mistake done by an ekart delivery person,2,complaint,0,False,48,2026-04-02 17:15:05+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,1,Refund & Payment Issues,11,False,4.78891,3.1866229,3.7266185,5.2815337,5.255802,2.0068643,5.422904,3.3500304,2.9211562,5.4475017
43,5fe8a4a9-ac2b-42cb-bf27-004913eb9085,Myntra,google_play,en,en,False,I have great experience.its a very good app my favourite as I got quality products from this shoping site ❤️,i have great experience.its a very good app my favourite as i got quality products from this shoping site,i have great experience.its a very good app my favourite as i got quality products from this shoping site,5,positive,0,False,19,2026-04-02 17:14:11+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,9,False,2.6476278,7.4799204,2.226552,4.8827043,5.442095,2.2052202,5.8818765,3.4025476,2.6536155,5.293031
44,ab5f5a02-aace-4af5-9a7f-01ea337379aa,Myntra,google_play,en,en,False,all i know is this app give 1-2 days delay in my case i was waiting for my earbuds and he comes after when i cancel and ordered same thing from Flipkart,all i know is this app give 1-2 days delay in my case i was waiting for my earbuds and he comes after when i cancel and ordered same thing from flipkart,all i know is this app give 1-2 days delay in my case i was waiting for my earbuds and he comes after when i cancel and ordered same thing from flipkart,1,complaint,0,False,32,2026-04-02 17:13:18+00:00,2026-03-30/2026-04-05,2026-04,,1,Refund & Payment Issues,-1,True,5.1189466,3.003747,3.5438533,5.334381,5.1742034,2.1059256,5.342628,3.5525432,2.9884799,5.3521605
45,d5b7f3b0-1d7d-4603-b6e4-a6a80a96ef83,Myntra,google_play,en,hr,False,good one.. amazing,good one.. amazing,good one.. amazing,5,positive,0,False,3,2026-04-02 17:08:26+00:00,2026-03-30/2026-04-05,2026-04,4.2501.20,2,Fake/Counterfeit Product,1,False,7.554837,6.3534822,-1.3355018,6.8356643,6.2828264,1.842356,6.5330887,3.9144797,2.7881134,4.326827
46,2272dc68-8116-4728-adce-c9675115bc17,Myntra,google_play,en,en,False,over all good experience,over all good experience,over all good experience,4,positive,0,False,4,2026-04-02 17:02:43+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,6.566362,5.31074,0.15641491,6.9799848,5.7635155,1.4760295,5.834697,3.8721333,2.909487,4.691403
47,18e9442b-e9bf-45df-90d5-47e15bb300d8,Myntra,google_play,en,en,True,Myntra app was Worst and fraud app while i purchase a induction stove in this Myntra app it was delivered to me as a damaged condition I raise a ticket with that day only But customer support was worst take time so longer to solve the issue at the time exchange and return period was completed after that they reply to me its not our side problem it's a transit problem there is no exchange and return this product very bad and worst experience I got and it is online scam app,myntra app was worst and fraud app while i purchase a induction stove in this myntra app it was delivered to me as a damaged condition i raise a ticket with that day only but customer support was worst take time so longer to solve the issue at the time exchange and return period was completed after that they reply to me its not our side problem it's a transit problem there is no exchange and return this product very bad and worst experience i got and it is online scam app,myntra app was worst and fraud app while i purchase a induction stove in this myntra app it was delivered to me as a damaged condition i raise a ticket with that day only but customer support was worst take time so longer to solve the issue at the time exchange and return period was completed after that they reply to me its not our side problem it's a transit problem there is no exchange and return this product very bad and worst experience i got and it is online scam app,1,complaint,0,False,92,2026-04-02 16:58:50+00:00,2026-03-30/2026-04-05,2026-04,,1,Refund & Payment Issues,11,False,4.8991156,2.9837475,3.882901,5.325601,5.2987456,1.9698712,5.5502276,3.3023775,2.7909367,5.2880697
48,5e105b3f-362e-4399-a545-52d475cc5937,Myntra,google_play,en,fr,False,excellent app,excellent app,excellent app,5,positive,0,False,2,2026-04-02 16:55:58+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,2,False,1.3846651,5.8551283,2.867839,4.9093776,5.298178,1.5818975,5.6341434,3.020016,3.3642344,5.854231
49,3cfef2d3-7705-4ae3-bddb-a48d8897b519,Myntra,google_play,en,en,False,best App I'm really happy with this app🥰🥰💖,best app i'm really happy with this app,best app i'm really happy with this app,5,positive,0,False,8,2026-04-02 16:55:36+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,2,False,1.4299421,6.2544866,2.6665685,4.956411,5.3803864,1.6922959,5.5703897,3.1852124,3.1737947,5.7368197
50,f35eb7bb-4f9a-4836-85db-7415fbbe773e,Myntra,google_play,en,en,False,"Amazing shopping experience on Myntra. The app is smooth, products are stylish, delivery is quick, and return process is also easy. Highly recommended.","amazing shopping experience on myntra. the app is smooth, products are stylish, delivery is quick, and return process is also easy. highly recommended.","amazing shopping experience on myntra. the app is smooth, products are stylish, delivery is quick, and return process is also easy. highly recommended.",5,positive,0,False,23,2026-04-02 16:52:54+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,9,False,2.8121376,7.480525,2.1479943,4.9465013,5.4256573,2.1975677,5.8908033,3.425128,2.6569157,5.263578
51,0ab61b86-918b-4985-96ff-732de4d14c48,Myntra,google_play,en,en,False,wonderful app. loved it,wonderful app. loved it,wonderful app. loved it,5,positive,0,False,4,2026-04-02 16:46:43+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,2,False,1.0695417,6.0493774,3.0605912,4.892456,5.585754,1.6982293,5.6462674,3.0548785,3.3751137,5.635707
52,ee8fdf8c-d953-4238-8330-1c5681d6e91a,Myntra,google_play,en,en,False,"Good app, I got original products every time.","good app, i got original products every time.","good app, i got original products every time.",4,positive,0,False,8,2026-04-02 16:45:04+00:00,2026-03-30/2026-04-05,2026-04,,3,App Crash / UX Bug,2,False,1.9730392,6.493731,2.3622334,5.0774584,5.4136434,1.7614535,5.691108,3.2334745,3.0637612,5.5883765
53,3cf35c5c-54d2-4735-87d6-dd631f9aab86,Myntra,google_play,en,en,False,good offers,good offers,good offers,5,positive,0,False,2,2026-04-02 16:44:33+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,2,Fake/Counterfeit Product,-1,True,5.2810097,6.7692285,1.491861,5.445579,5.421705,2.2495892,6.025139,3.6622956,2.4605799,4.955563
54,9a3cd46b-5e56-4ada-a42e-f8689bcda7f6,Myntra,google_play,en,en,False,Very good experience,very good experience,very good experience,5,positive,0,False,3,2026-04-02 16:42:32+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,2,Fake/Counterfeit Product,-1,True,6.521915,5.3183613,0.17175369,6.969755,5.7245493,1.4782803,5.8093348,3.8994465,2.90982,4.7058167
55,93535047-4c33-4cab-8b85-d4642ad600f3,Myntra,google_play,en,en,False,they are maintaining good quality,they are maintaining good quality,they are maintaining good quality,5,positive,0,False,5,2026-04-02 16:42:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,7,False,5.053397,6.6434894,0.45225623,6.3362107,5.028891,1.8981774,5.7703843,4.170029,2.5327253,4.980861
56,0face18c-a62b-4d1e-9e5a-6657c0fc350c,Myntra,google_play,en,en,False,best wishes,best wishes,best wishes,5,positive,0,False,2,2026-04-02 16:37:34+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,2,Fake/Counterfeit Product,1,False,7.654495,6.8066344,-0.35530445,5.7986407,6.345263,2.109775,6.479643,3.7751656,2.569075,4.254858
